num_agent_words,seed,best_word,pairwise_max,pairwise_min,pairwise_mean,pairwise_std,centroid_mean,centroid_std,centroid_min,centroid_max,intra_group_variance,best_margin,best_min_pos,best_max_neg,n_agents_total,n_innocents_total,n_agents_selected,decoder_top_k,decoder_top_k_str,matches_count,matches_rate,matches_words,matches_words_str,selected_agent_words,selected_agent_words_str,first_match_rank,leading_matches_prefix
3,49,causation,0.7521379590034485,0.7210893630981445,0.7366195321083069,0.012675538659095764,0.9079717993736267,0.004653246607631445,0.9022749066352844,0.9136729836463928,0.09202820062637329,0.03285950422286987,0.7489480376243591,0.7160885334014893,9,16,3,"['chance', 'law', 'force']",chance|law|force,3,1.0,"['chance', 'law', 'force']",chance|law|force,"['force', 'law', 'chance']",force|law|chance,1,3
3,50,athlete,0.784852147102356,0.7205398678779602,0.7548827528953552,0.026436876505613327,0.9146520495414734,0.009634613990783691,0.903730034828186,0.9271678924560547,0.08534795045852661,0.039142906665802,0.7611123323440552,0.7219694256782532,9,16,3,"['sport', 'muscle', 'goal']",sport|muscle|goal,3,1.0,"['sport', 'muscle', 'goal']",sport|muscle|goal,"['goal', 'sport', 'muscle']",goal|sport|muscle,1,3
3,51,longing,0.7652949094772339,0.69476318359375,0.7187159657478333,0.032940737903118134,0.9013750553131104,0.012181580066680908,0.8841500282287598,0.9102329015731812,0.09862494468688965,0.03648918867111206,0.7501368522644043,0.7136476635932922,9,16,3,"['appetite', 'soul', 'journey']",appetite|soul|journey,3,1.0,"['appetite', 'soul', 'journey']",appetite|soul|journey,"['soul', 'journey', 'appetite']",soul|journey|appetite,1,3
4,42,meralgia,0.7194988131523132,0.6627410054206848,0.6874197125434875,0.02126150019466877,0.8749656081199646,0.01034268457442522,0.8637198805809021,0.8917927742004395,0.1250343918800354,0.008677840232849121,0.6611403226852417,0.6524624824523926,9,16,4,"['alley', 'bag', 'nectarine', 'bone']",alley|bag|nectarine|bone,4,1.0,"['alley', 'bag', 'nectarine', 'bone']",alley|bag|nectarine|bone,"['bone', 'bag', 'alley', 'nectarine']",bone|bag|alley|nectarine,1,4
4,43,phoeniculus,0.7446030974388123,0.7059229016304016,0.725679874420166,0.012758642435073853,0.8912126421928406,0.002217802219092846,0.8874210119247437,0.8928794860839844,0.10878735780715942,0.013928532600402832,0.6970332264900208,0.6831046938896179,9,16,4,"['rooster', 'fish', 'orange', 'wine']",rooster|fish|orange|wine,4,1.0,"['rooster', 'fish', 'orange', 'wine']",rooster|fish|orange|wine,"['rooster', 'orange', 'wine', 'fish']",rooster|orange|wine|fish,1,4
4,44,defiled,0.7585777640342712,0.6966497898101807,0.7283391952514648,0.020187877118587494,0.8923308849334717,0.008497554808855057,0.8777135610580444,0.8986493349075317,0.10766911506652832,0.0331425666809082,0.7163416743278503,0.6831991076469421,9,16,4,"['darkness', 'anger', 'revealed', 'plain']",darkness|anger|revealed|plain,4,1.0,"['darkness', 'anger', 'revealed', 'plain']",darkness|anger|revealed|plain,"['plain', 'revealed', 'darkness', 'anger']",plain|revealed|darkness|anger,1,4
4,45,macrocosmic,0.7482625246047974,0.7125051617622375,0.7319173812866211,0.01054462231695652,0.893833339214325,0.0038999179378151894,0.8885787129402161,0.8995833396911621,0.10616666078567505,0.01597309112548828,0.7304412722587585,0.7144681811332703,9,16,4,"['galaxy', 'giant', 'body', 'dream']",galaxy|giant|body|dream,4,1.0,"['galaxy', 'giant', 'body', 'dream']",galaxy|giant|body|dream,"['body', 'dream', 'galaxy', 'giant']",body|dream|galaxy|giant,1,4
4,46,tangerine,0.757020890712738,0.6907514333724976,0.7275195121765137,0.021018346771597862,0.8919864296913147,0.006390990689396858,0.8832075595855713,0.8990859389305115,0.1080135703086853,0.021128714084625244,0.734409511089325,0.7132807970046997,9,16,4,"['cherry', 'sun', 'square', 'grape']",cherry|sun|square|grape,4,1.0,"['cherry', 'sun', 'square', 'grape']",cherry|sun|square|grape,"['sun', 'grape', 'cherry', 'square']",sun|grape|cherry|square,1,4
4,47,alocasia,0.8049355745315552,0.6842703223228455,0.7209811210632324,0.0387142039835453,0.8892333507537842,0.014146927744150162,0.8707847595214844,0.9052759408950806,0.11076664924621582,0.030114173889160156,0.7030879855155945,0.6729738116264343,9,16,4,"['leaf', 'elephant', 'coffee', 'beer']",leaf|elephant|coffee|beer,4,1.0,"['leaf', 'elephant', 'coffee', 'beer']",leaf|elephant|coffee|beer,"['elephant', 'leaf', 'coffee', 'beer']",elephant|leaf|coffee|beer,1,4
4,48,demodulator,0.7511174082756042,0.7073201537132263,0.7270328998565674,0.01742684841156006,0.8917818069458008,0.006039723753929138,0.8826074004173279,0.8995580673217773,0.10821819305419922,0.0143546462059021,0.6969073414802551,0.682552695274353,9,16,4,"['image', 'key', 'bus', 'ship']",image|key|bus|ship,4,1.0,"['image', 'key', 'bus', 'ship']",image|key|bus|ship,"['image', 'key', 'bus', 'ship']",image|key|bus|ship,1,4
4,49,harass,0.7521379590034485,0.7108615040779114,0.7306261658668518,0.015671486034989357,0.8932915329933167,0.007521663326770067,0.8819615840911865,0.9031280279159546,0.10670846700668335,0.019224464893341064,0.7031517028808594,0.6839272379875183,9,16,4,"['law', 'force', 'hair', 'uncle']",law|force|hair|uncle,4,1.0,"['law', 'force', 'hair', 'uncle']",law|force|hair|uncle,"['force', 'uncle', 'law', 'hair']",force|uncle|law|hair,1,4
4,50,athlete,0.784852147102356,0.6927435398101807,0.7292730212211609,0.03270197659730911,0.8927232623100281,0.014380556531250477,0.8712080121040344,0.9082008004188538,0.10727673768997192,0.024331748485565186,0.7463011741638184,0.7219694256782532,9,16,4,"['sport', 'muscle', 'goal', 'person']",sport|muscle|goal|person,4,1.0,"['sport', 'muscle', 'goal', 'person']",sport|muscle|goal|person,"['goal', 'sport', 'muscle', 'person']",goal|sport|muscle|person,1,4
4,51,revitalized,0.7652949094772339,0.7311502695083618,0.7451543211936951,0.011646823957562447,0.8993697166442871,0.0026605313178151846,0.8956271409988403,0.9027431011199951,0.10063028335571289,0.034331560134887695,0.7390322685241699,0.7047007083892822,9,16,4,"['solution', 'back', 'soul', 'journey']",solution|back|soul|journey,4,1.0,"['solution', 'back', 'soul', 'journey']",solution|back|soul|journey,"['back', 'soul', 'journey', 'solution']",back|soul|journey|solution,1,4
5,42,alkaluria,0.7445558309555054,0.6703640818595886,0.7105743885040283,0.022483831271529198,0.8766182065010071,0.012002226896584034,0.8562667965888977,0.890865683555603,0.12338179349899292,0.002973318099975586,0.6494709849357605,0.6464976668357849,9,16,5,"['bone', 'bag', 'alley', 'camp', 'rain']",bone|bag|alley|camp|rain,5,1.0,"['bone', 'bag', 'alley', 'camp', 'rain']",bone|bag|alley|camp|rain,"['camp', 'bone', 'bag', 'alley', 'rain']",camp|bone|bag|alley|rain,1,5
5,43,phoenicurus,0.7446030974388123,0.7055375576019287,0.7234436273574829,0.013036583550274372,0.8824709057807922,0.004000569693744183,0.8768697381019592,0.8883947134017944,0.11752909421920776,0.005177557468414307,0.6831081509590149,0.6779305934906006,9,16,5,"['rooster', 'orange', 'wine', 'fish', 'picture']",rooster|orange|wine|fish|picture,5,1.0,"['rooster', 'orange', 'wine', 'fish', 'picture']",rooster|orange|wine|fish|picture,"['picture', 'rooster', 'orange', 'wine', 'fish']",picture|rooster|orange|wine|fish,1,5
5,44,unsightly,0.7646682858467102,0.6966497898101807,0.727505087852478,0.021513421088457108,0.8843098878860474,0.009411239996552467,0.8676490187644958,0.8961176872253418,0.11569011211395264,0.018431544303894043,0.7200756072998047,0.7016440629959106,9,16,5,"['darkness', 'anger', 'plain', 'revealed', 'head']",darkness|anger|plain|revealed|head,5,1.0,"['darkness', 'anger', 'plain', 'revealed', 'head']",darkness|anger|plain|revealed|head,"['head', 'plain', 'revealed', 'darkness', 'anger']",head|plain|revealed|darkness|anger,1,5
5,45,nacelle,0.7444579601287842,0.6885135173797607,0.7172072529792786,0.018803125247359276,0.8796396255493164,0.008937902748584747,0.8635154962539673,0.8898586630821228,0.1203603744506836,0.0071558356285095215,0.691349983215332,0.6841941475868225,9,16,5,"['cabin', 'giant', 'cloud', 'galaxy', 'body']",cabin|giant|cloud|galaxy|body,5,1.0,"['cabin', 'giant', 'cloud', 'galaxy', 'body']",cabin|giant|cloud|galaxy|body,"['body', 'galaxy', 'cloud', 'cabin', 'giant']",body|galaxy|cloud|cabin|giant,1,5
5,46,andradite,0.7488076090812683,0.6907514333724976,0.7239462733268738,0.018553240224719048,0.8826987147331238,0.007724074646830559,0.8726957440376282,0.890883207321167,0.11730128526687622,0.0137786865234375,0.6843734383583069,0.6705947518348694,9,16,5,"['grape', 'sun', 'love', 'ant', 'square']",grape|sun|love|ant|square,5,1.0,"['grape', 'sun', 'love', 'ant', 'square']",grape|sun|love|ant|square,"['sun', 'grape', 'love', 'square', 'ant']",sun|grape|love|square|ant,1,5
5,47,hydroponics,0.8049355745315552,0.6842703223228455,0.7294062376022339,0.033770956099033356,0.8851696252822876,0.015584157779812813,0.8611457347869873,0.9044219851493835,0.1148303747177124,0.021686315536499023,0.7222741842269897,0.7005878686904907,9,16,5,"['beer', 'coffee', 'juice', 'leaf', 'computer']",beer|coffee|juice|leaf|computer,5,1.0,"['beer', 'coffee', 'juice', 'leaf', 'computer']",beer|coffee|juice|leaf|computer,"['computer', 'juice', 'leaf', 'coffee', 'beer']",computer|juice|leaf|coffee|beer,1,5
5,48,tachograph,0.7511174082756042,0.7073201537132263,0.732321560382843,0.015665382146835327,0.8864858746528625,0.006759805604815483,0.874822735786438,0.8936449885368347,0.11351412534713745,0.006290733814239502,0.6756114959716797,0.6693207621574402,9,16,5,"['bus', 'image', 'holiday', 'key', 'ship']",bus|image|holiday|key|ship,5,1.0,"['bus', 'image', 'holiday', 'key', 'ship']",bus|image|holiday|key|ship,"['image', 'key', 'holiday', 'bus', 'ship']",image|key|holiday|bus|ship,1,5
5,49,pourboire,0.7493066787719727,0.6736869812011719,0.7216796875,0.020553182810544968,0.8816710710525513,0.00999127421528101,0.8635178804397583,0.8907589912414551,0.11832892894744873,0.01025921106338501,0.6889449954032898,0.6786857843399048,9,16,5,"['juice', 'coin', 'hair', 'chance', 'law']",juice|coin|hair|chance|law,5,1.0,"['juice', 'coin', 'hair', 'chance', 'law']",juice|coin|hair|chance|law,"['coin', 'law', 'chance', 'juice', 'hair']",coin|law|chance|juice|hair,1,5
5,50,dorsiflexion,0.784852147102356,0.7205398678779602,0.7401082515716553,0.018161602318286896,0.8899925351142883,0.006302990019321442,0.8822347521781921,0.8994491696357727,0.11000746488571167,0.011993825435638428,0.6947156190872192,0.6827217936515808,9,16,5,"['muscle', 'back', 'sport', 'table', 'goal']",muscle|back|sport|table|goal,5,1.0,"['muscle', 'back', 'sport', 'table', 'goal']",muscle|back|sport|table|goal,"['goal', 'sport', 'muscle', 'table', 'back']",goal|sport|muscle|table|back,1,5
5,51,reinvigorated,0.7652949094772339,0.6840620636940002,0.7248507738113403,0.02678730897605419,0.8831084966659546,0.013950949534773827,0.8555192351341248,0.8928373456001282,0.11689150333404541,0.01947200298309326,0.7150306701660156,0.6955586671829224,9,16,5,"['journey', 'soul', 'back', 'solution', 'appetite']",journey|soul|back|solution|appetite,5,1.0,"['journey', 'soul', 'back', 'solution', 'appetite']",journey|soul|back|solution|appetite,"['back', 'soul', 'journey', 'appetite', 'solution']",back|soul|journey|appetite|solution,1,5
6,42,alkalinuria,0.7445558309555054,0.6548435688018799,0.6974809765815735,0.027240432798862457,0.8648127913475037,0.015358105301856995,0.839579164981842,0.8862401843070984,0.13518720865249634,0.000394284725189209,0.6445246934890747,0.6441304087638855,9,16,6,"['bone', 'bag', 'alley', 'rain', 'camp', 'nectarine']",bone|bag|alley|rain|camp|nectarine,6,1.0,"['bone', 'bag', 'alley', 'rain', 'camp', 'nectarine']",bone|bag|alley|rain|camp|nectarine,"['camp', 'bone', 'bag', 'alley', 'nectarine', 'rain']",camp|bone|bag|alley|nectarine|rain,1,6
6,43,barratry,0.7446030974388123,0.6848608255386353,0.7064098715782166,0.018066564574837685,0.8691039085388184,0.006531479302793741,0.8623162508010864,0.8807456493377686,0.13089609146118164,0.0024385452270507812,0.6566780209541321,0.6542394757270813,9,16,6,"['rooster', 'wine', 'chair', 'pants', 'fish', 'branch']",rooster|wine|chair|pants|fish|branch,6,1.0,"['rooster', 'wine', 'chair', 'pants', 'fish', 'branch']",rooster|wine|chair|pants|fish|branch,"['chair', 'branch', 'rooster', 'wine', 'fish', 'pants']",chair|branch|rooster|wine|fish|pants,1,6
6,44,horrible,0.7646682858467102,0.6885409951210022,0.7222852110862732,0.020962202921509743,0.8766819834709167,0.008590145967900753,0.866344690322876,0.8907580375671387,0.12331801652908325,0.013775229454040527,0.6888054609298706,0.6750302314758301,9,16,6,"['darkness', 'anger', 'revealed', 'plain', 'hunger', 'head']",darkness|anger|revealed|plain|hunger|head,6,1.0,"['darkness', 'anger', 'revealed', 'plain', 'hunger', 'head']",darkness|anger|revealed|plain|hunger|head,"['head', 'hunger', 'plain', 'revealed', 'darkness', 'anger']",head|hunger|plain|revealed|darkness|anger,1,6
6,45,lobularity,0.7544633150100708,0.6643279790878296,0.7251552939414978,0.021550631150603294,0.8780447840690613,0.010232319124042988,0.8636335134506226,0.888334333896637,0.12195521593093872,0.0007932782173156738,0.7061326503753662,0.7053393721580505,9,16,6,"['body', 'galaxy', 'cloud', 'dream', 'butter', 'giant']",body|galaxy|cloud|dream|butter|giant,6,1.0,"['body', 'galaxy', 'cloud', 'dream', 'butter', 'giant']",body|galaxy|cloud|dream|butter|giant,"['body', 'dream', 'galaxy', 'butter', 'cloud', 'giant']",body|dream|galaxy|butter|cloud|giant,1,6
6,46,epilachna,0.757020890712738,0.6907514333724976,0.7265759110450745,0.018253562971949577,0.8787186741828918,0.0067383721470832825,0.8667187094688416,0.8861205577850342,0.12128132581710815,0.011643826961517334,0.6658031344413757,0.6541593074798584,9,16,6,"['ant', 'square', 'grape', 'love', 'cherry', 'sun']",ant|square|grape|love|cherry|sun,6,1.0,"['ant', 'square', 'grape', 'love', 'cherry', 'sun']",ant|square|grape|love|cherry|sun,"['sun', 'grape', 'cherry', 'love', 'square', 'ant']",sun|grape|cherry|love|square|ant,1,6
6,47,herbalist,0.8049355745315552,0.6842703223228455,0.7261032462120056,0.029361430555582047,0.8784945011138916,0.009249216876924038,0.8624234199523926,0.8908320665359497,0.1215054988861084,0.013249516487121582,0.7014319896697998,0.6881824731826782,9,16,6,"['beer', 'coffee', 'feeling', 'juice', 'hand', 'leaf']",beer|coffee|feeling|juice|hand|leaf,6,1.0,"['beer', 'coffee', 'feeling', 'juice', 'hand', 'leaf']",beer|coffee|feeling|juice|hand|leaf,"['juice', 'feeling', 'leaf', 'coffee', 'beer', 'hand']",juice|feeling|leaf|coffee|beer|hand,1,6
6,48,tachograph,0.7511174082756042,0.6824151277542114,0.7283362150192261,0.018867576494812965,0.8795530200004578,0.009254016913473606,0.8640763163566589,0.8905644416809082,0.12044697999954224,0.002790689468383789,0.672111451625824,0.6693207621574402,9,16,6,"['bus', 'image', 'holiday', 'key', 'ship', 'miniature']",bus|image|holiday|key|ship|miniature,6,1.0,"['bus', 'image', 'holiday', 'key', 'ship', 'miniature']",bus|image|holiday|key|ship|miniature,"['image', 'miniature', 'key', 'holiday', 'bus', 'ship']",image|miniature|key|holiday|bus|ship,1,6
6,49,allelic,0.7411197423934937,0.6982979774475098,0.7206077575683594,0.012557491660118103,0.8758841156959534,0.0053970362059772015,0.8650648593902588,0.8822718262672424,0.12411588430404663,0.005035698413848877,0.6795610189437866,0.6745253205299377,9,16,6,"['ring', 'hair', 'chance', 'coin', 'force', 'uncle']",ring|hair|chance|coin|force|uncle,6,1.0,"['ring', 'hair', 'chance', 'coin', 'force', 'uncle']",ring|hair|chance|coin|force|uncle,"['force', 'coin', 'uncle', 'chance', 'ring', 'hair']",force|coin|uncle|chance|ring|hair,1,6
6,50,tibialis,0.784852147102356,0.6846426129341125,0.7259266972541809,0.026028886437416077,0.8784109950065613,0.012913879007101059,0.8515033721923828,0.8901491165161133,0.12158900499343872,0.005807101726531982,0.6929736733436584,0.6871665716171265,9,16,6,"['muscle', 'sport', 'table', 'goal', 'crab', 'back']",muscle|sport|table|goal|crab|back,6,1.0,"['muscle', 'sport', 'table', 'goal', 'crab', 'back']",muscle|sport|table|goal|crab|back,"['goal', 'sport', 'crab', 'muscle', 'table', 'back']",goal|sport|crab|muscle|table|back,1,6
6,51,aftersensation,0.7652949094772339,0.6840620636940002,0.7251318097114563,0.023242048919200897,0.8780336380004883,0.00883506890386343,0.8588396310806274,0.8856854438781738,0.12196636199951172,0.009454727172851562,0.7006077766418457,0.6911530494689941,9,16,6,"['smell', 'appetite', 'solution', 'back', 'soul', 'journey']",smell|appetite|solution|back|soul|journey,6,1.0,"['smell', 'appetite', 'solution', 'back', 'soul', 'journey']",smell|appetite|solution|back|soul|journey,"['back', 'soul', 'journey', 'smell', 'appetite', 'solution']",back|soul|journey|smell|appetite|solution,1,6
7,42,morbilliform,0.7445558309555054,0.6548435688018799,0.6997033357620239,0.023795263841748238,0.861744225025177,0.013575069606304169,0.8383868336677551,0.8819514513015747,0.138255774974823,-0.01273256540298462,0.6538188457489014,0.666551411151886,9,16,7,"['nectarine', 'home', 'bone', 'tear', 'hair', 'camp', 'ring']",nectarine|home|bone|tear|hair|camp|ring,3,0.42857142857142855,"['nectarine', 'bone', 'camp']",nectarine|bone|camp,"['camp', 'rectangle', 'bone', 'bag', 'alley', 'nectarine', 'rain']",camp|rectangle|bone|bag|alley|nectarine|rain,1,1
7,43,liquidity,0.7446030974388123,0.6854829788208008,0.7146487832069397,0.015647275373339653,0.8691452145576477,0.0069555179215967655,0.8562914729118347,0.8774591684341431,0.1308547854423523,-0.0027922391891479492,0.6927062273025513,0.6954984664916992,9,16,7,"['wine', 'cry', 'branch', 'fish', 'winter', 'picture', 'start']",wine|cry|branch|fish|winter|picture|start,5,0.7142857142857143,"['wine', 'cry', 'branch', 'fish', 'picture']",wine|cry|branch|fish|picture,"['chair', 'branch', 'picture', 'orange', 'wine', 'fish', 'cry']",chair|branch|picture|orange|wine|fish|cry,1,4
7,44,unclean,0.7699394822120667,0.6591882705688477,0.7142373919487,0.029057970270514488,0.8689422607421875,0.015991821885108948,0.8403832912445068,0.893892765045166,0.1310577392578125,0.0,0.7126456499099731,0.7126456499099731,9,16,7,"['plain', 'darkness', 'anger', 'revealed', 'head', 'squid', 'line']",plain|darkness|anger|revealed|head|squid|line,7,1.0,"['plain', 'darkness', 'anger', 'revealed', 'head', 'squid', 'line']",plain|darkness|anger|revealed|head|squid|line,"['head', 'plain', 'squid', 'line', 'revealed', 'darkness', 'anger']",head|plain|squid|line|revealed|darkness|anger,1,7
7,45,shelfy,0.7569108605384827,0.6885135173797607,0.7217812538146973,0.020242616534233093,0.8726549744606018,0.009093127213418484,0.8557959794998169,0.8877021074295044,0.1273450255393982,-0.0049394965171813965,0.7025046944618225,0.7074441909790039,9,16,7,"['cabin', 'body', 'cloud', 'butter', 'galaxy', 'start', 'glass']",cabin|body|cloud|butter|galaxy|start|glass,5,0.7142857142857143,"['cabin', 'body', 'cloud', 'butter', 'galaxy']",cabin|body|cloud|butter|galaxy,"['body', 'dream', 'galaxy', 'beer', 'butter', 'cloud', 'cabin']",body|dream|galaxy|beer|butter|cloud|cabin,1,5
7,46,lomogramma,0.7740835547447205,0.6869603395462036,0.7255913615226746,0.024596933275461197,0.8745242357254028,0.01001788955181837,0.8629151582717896,0.8945170640945435,0.12547576427459717,0.0021142959594726562,0.692841649055481,0.6907273530960083,9,16,7,"['love', 'square', 'sun', 'movie', 'cherry', 'direction', 'grape']",love|square|sun|movie|cherry|direction|grape,7,1.0,"['love', 'square', 'sun', 'movie', 'cherry', 'direction', 'grape']",love|square|sun|movie|cherry|direction|grape,"['sun', 'grape', 'direction', 'cherry', 'love', 'square', 'movie']",sun|grape|direction|cherry|love|square|movie,1,7
7,47,fauvist,0.8049355745315552,0.6716933846473694,0.7235115170478821,0.027342908084392548,0.8735042214393616,0.011753096245229244,0.8540166616439819,0.8902415037155151,0.12649577856063843,0.006341278553009033,0.6917276978492737,0.6853864192962646,9,16,7,"['beer', 'coffee', 'feeling', 'juice', 'elephant', 'hand', 'computer']",beer|coffee|feeling|juice|elephant|hand|computer,7,1.0,"['beer', 'coffee', 'feeling', 'juice', 'elephant', 'hand', 'computer']",beer|coffee|feeling|juice|elephant|hand|computer,"['computer', 'elephant', 'juice', 'feeling', 'coffee', 'beer', 'hand']",computer|elephant|juice|feeling|coffee|beer|hand,1,7
